Proverb,Translation,Wisdom/Explanation,Specific Themes,General Theme
Àgbà òṣìkà ńgbin ìyà sílẹ̀ de ọmọ-ọ̀rẹ̀,A wicked elder sows suffering for his children.,One’s character often affects the fortunes of one’s children.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbà ṣoore má wo bẹ̀,"Elder, do a favor and remove your eyes from it.",Do not advertise your acts of kindness or pointedly await acknowledgment of them.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
À-gbà-bọ́ ò di tẹni,A foster child does not become one’s own child.,There is nothing like having one’s own.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbàdo kìí ṣe èèyàn; tani ńrí ọmọ lẹ́hìn eèsún?,The maize plant is not a human being; whoever saw children on the back of elephant grass?,One should not overestimate the value of things.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbáká biyamọ ńgbàjà mọ́ ọmọ-ọ̀rẹ̀,It is completely and securely that a mother [bearing her child on her back] supports the child with a strip of cloth.,One must be thorough in discharging one’s responsibility.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbàlagbà á ṣe nú kẹrẹndẹn; èyí tó máa ṣe ḿbẹ ní kùn-un rẹ̀,"An elder shows a smooth belly to the world, but what he will do is known to him.","Be a person of thought and action, not of words.",perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbẹ̀jẹ ò korò nílé ńlá,Pumpkin is never bitter in a big household.,"When one is in need, one cannot be too choosy.",perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"A-gbé-ọ̀ọ́dẹ́ bí òfé, a-mọ-ara-í-ré bí oódẹ; adẹbọ fún òfé, òfé ò rú, agánrán gbẹbọ, ó rúbọ; àṣẹ́hìn wá àṣẹ́hìn bọ̀ òfé di ará Ọyọ́, agánrán di ará oko; wọn rò pé òfé ò gbọ́n","Òfé, dweller-in-the-corridor, forward as oódẹ; a sacrifice was prescribed for òfé, but he did not offer it; agánrán went ahead and offered the sacrifice; in the end òfé became a citizen of Ọyọ, while agánrán became a dweller in the bush; and people thought òfé was foolish.",Never second-guess people who are better informed than you are.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Àgbìgbò, rọra fò, ọdẹ ti dé sóko; àgbìgbò tí ò bá rọra fò á bọ́ sá pò ọdẹ","Big-headed bird àgbìgbò, fly warily, for the hunter has arrived in the forest; any àgbìgbò that does not fly warily will wind up in the hunter’s bag.",Conditions are hazardous; it behooves everyone to take care.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbò dúdú kọjá odò ò di funfun,The black ram crosses the river and becomes white.,Propitious events can drastically change a person’s fortunes for the better.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbó kan làńrọ Ifá adití,It is with full voice volume that one recites divination verses for the deaf.,One cannot be too subtle with the daft.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àgbọ́n kìí ṣe oúnjẹ ẹyẹ,Coconut is no food for birds.,Some things and some people are immune to some types of danger; one should not attempt the impossible.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Ahúndùn; kò tó ó jẹ fún ni,"Tortoise meat is delicious, but there is not enough of it to make a meal.",One should husband one’s resources wisely.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Ahún ńre àjò, ó gbé ilé-erẹ̀ dá ní",Tortoise embarks on a journey and takes his house along.,One’s dearest possessions deserve the closest attention.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Ahún wọ́nú orù, ó ku àti yọ","Tortoise has entered into a narrow-necked pot; now, getting out is a problem.",One should consider the possible consequences of one’s actions before acting.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Àìgbọ́n ni yó pa Iṣikan; a ní ìyá arẹ̀-ẹ́ kú, ó ní nígbà tí òún gbọ́, ṣe ni òún ńdárò; bí ìyá ẹni bá kú àárò làńdá?","Foolishness will be the death of Iṣikan; he is told that his mother has died, and he says that when he heard the news, he sorely lamented the tragedy; if one’s mother dies, is it lamentation that is called for?",The well-bred person is always mindful of his or her obligations.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àì-gbọ́n-léwe ni à-dàgbà-di-wèrè,Lack-of-wisdom-in-youth is imbecility in adulthood.,The man turns out just as the child was; the grown person acquires his traits in childhood.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àì-mọ-ọ́-gbé-kalẹ̀ leégún fi ńgba ọtí,"It is ineptitude-in-setting-it-down that makes the wine a spoil for the eégún [i.e., that causes the wine to be spilled].",Ineptitude makes an impossible job of the easiest tasks.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àì-mọwọ́-wẹ̀ ni àì-bágbà-jẹ; ọmọ tó mọwọ́ wẹ̀ á bágbà jẹ,Not-knowing-how-to-wash-one’s-hands is not-eating-with-elders; a person who knows how to wash his hands will eat with elders.,"To qualify to live in society, one must learn the social graces.",perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Àìpé, ‘‘Tìrẹ nìyí’’ ní ḿbí ayé nínú","Neglecting to say, ‘‘Here is yours’’ is what incites the earth’s anger.","Failure to take account of people’s possible influence on one’s affairs incites their anger. As long as one assumes humility, people will let one be.",perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Àì-roko, àì-rodò tí ńṣápẹ́ fún eégún jó","Not-going-to-the-farm, not-going-to-the-river claps for masqueraders to dance.",It is an idler who makes music for masqueraders to dance.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àì-sọ̀rọ̀ ní ńmú ẹnu rùn,It is abstention from speaking that makes the mouth smell.,One should always say one’s piece in a discussion.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Ajá èṣín ò mọ ọdẹ,A dog born a year ago does not know how to hunt.,One learns from experience and maturity.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Ajá làbákí; ẹsẹ̀ ò pẹran fún ni jẹ,One should rather commend the dog; the cat does not kill meat for one to eat.,Assign commensurate values to your assets.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Ajá ti eré-erẹ̀ ẹ́ bá dánilójú làńdẹ sí ehoro,It is a dog in whose speed one has faith that one sics at a hare.,One entrusts important tasks only to those one can trust.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Ajá tí ò létí òṣé-édẹ́gbẹ́,A dog without ears is no good for stalking prey.,A person who cannot be instructed is useless.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Ajá tó gbé iyọ̀, kíni yó fi ṣe?","A dog that swipes salt, what will it do with it?",Do not expend your effort on senseless ventures.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Ajá tó lè sáré làńdẹ sí egbin,It is a swift dog that one sends after a Kobe antelope.,This is a variant of 726 and 2433.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Ajàkàṣù ò mọ bí ìyàn-án mú,The person who eats large helpings does not care that there is a famine.,Greed knows no thrift.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjànàkú kú rò lẹ́ran àńgọdè,The elephant is not among the ranks of animals one lies in ambush for.,The wise person puts some distance between himself and a formidable adversary.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjànàkú òṣéérù,The elephant is impossible to carry.,Some tasks are impossible to accomplish.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Àjàpá ní kò sí oun tó dà bí oun tí a mọ̀ ọ́ ṣe; ó ní bí òún bá ńrìn lóko ẹ́pà, ọ̀kọ̀ọ̀kan a máa bọ́ sóun lẹ́nu","Tortoise says there is nothing quite like what one knows how to do; it says when it walk through a peanut farm, peanuts keep popping one by one into its mouth.","When one does what one is a true expert at doing, it seems like performing magic.",perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjàpá ní ọjọ́ tí òún ti já gbọ́n-ọn ò ọlọ́rùn ò ti wọ òun mọ́,"Tortoise says that since the day it learned the trick of saying yes, its neck has ceased to shrink.",One who says yes to every request avoids a great many arguments.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjàpá ńyan lóko; aláìlóye-é ní ojọ́ pẹ̀pẹ̀yẹ,The tortoise struts on the farm; the senseless person says it resembles a duck.,It is indeed a fool who cannot discern the obvious.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjẹ̀gbàn ìti kọ̀kọ̀,Croaking-in-relays is the mark of frogs.,It is in the nature of sheep to follow and to lack initiative.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjẹkù làńmayo,Remnant-leaving is the indicator of satiation.,How one lives will show how well off one is.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjẹkù làgbẹ̀ ńtà,It is the leavings from his table that the farmer sells.,One takes care of one’s own needs before one disposes of the excess.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjẹsílé-ẹgbèsè tí ò jẹ́ kí ẹgbẹ̀fà tó óná,"Long-standing debt, that makes 1,200 cowries insufficient to spend.",Existing debts eat new fortunes away.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
A-jí-má-bọ́jú: tí ńfi ojú àná wòran,A-person-who-rises-in-the-morning-without-washing-his-face: one who sees things with yesterday’s eyes.,A person who does not keep his eyes peeled for developments is ever behind time.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjímú kìí tí,The task one takes on upon waking in the morning does not flounder.,The task to which one gives the highest priority does not suffer.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjò kìí dùn kó dídẹ má rè Wó,The journey is never so pleasant that the parrot does not return to Ìwó.,The sojourner should never allow the pleasantness of his or her sojourn to obliterate thoughts of returning home.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
Àjò kìí dùn kónílé má relé,The journey is never so pleasant that the traveler does not return home.,The traveler should never forget his or her home.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
"Àjòjì lójú, ṣùgbọ́n kò fi ríran","A stranger has eyes, but they do not see.",A stranger’s eyes are blind to the intricacies of his or her new surroundings.,perspicaciousness reasonableness sagacity savoir-faire wisdon worldy-wisdom,Good person
